cik,original,cloned
1388838,-16.0,12.0
1636974,-14.7,50.0
1577133,21.3,32.4
1299434,30.9,97.4
1478861,-53.2,-45.2
1252007,-6.0,-4.2
1511381,-20.1,-28.4
1332632,-9.3,46.0
1763608,13.7,49.9
1624049,-22.4,-17.4
1501577,-23.9,14.8
1079373,-8.1,-10.3
1649647,-9.2,-9.7
1539947,6.0,6.7
1089991,-33.2,320.1
1385925,-4.4,-0.3
1456534,-19.3,-46.8
1135778,-21.6,-18.7
1540944,-0.4,5.8
1603466,1.2,-6.8
1009209,81.6,74.8
1767297,9.9,30.1
1656456,11.8,-7.5
1665446,-4.6,7.8
1766721,24.7,-43.0
728100,-17.9,-11.9
1801264,87.9,65.2
1353098,75.1,-4.7
1438574,-6.0,-15.3
36104,-1.0,-2.0
1106565,-0.8,-4.2
1358828,-10.0,-2.2
1138060,-6.0,-1.4
1504492,-9.5,-4.6
1542287,11.6,38.5
1419099,-14.4,-2.3
1631930,-6.4,-5.6
1767855,4.2,8.2
912938,-5.6,-3.2
1576422,-38.6,-42.0
1009003,-1.8,-3.2
1692227,3.0,72.8
1802881,-18.4,32.5
1288125,-7.3,-18.8
709089,4.9,6.6
1752148,-23.4,-1.8
1737987,2.5,-2.2
1163902,2.1,6.2
1103646,-14.0,-1.5
754811,2.8,8.8
1802244,-3.6,7.7
1491998,31.0,43.5
1357867,6.8,13.2
1767056,9.4,9.9
1447228,26.3,59.1
1811005,-10.4,24.4
1426449,1.8,50.8
1801263,8.4,1.6
1708759,-1.3,4.8
1138897,5.4,-19.1
1334199,-14.2,81.9
1818940,5.5,7.1
1128239,-31.1,-34.6
1061186,21.0,31.7
1509510,-2.7,0.4
1390063,-3.0,2.0
1336098,-10.7,-6.7
1587381,-4.5,-4.3
1702435,-27.1,-24.0
1068837,8.2,0.7
937886,-1.6,2.9
1596800,-5.9,-4.3
1109147,0.5,5.0
1767863,15.3,19.4
1350879,13.4,43.3
1666239,7.3,10.7
1734398,-0.6,4.9
1784450,21.1,23.9
1165805,0.5,3.6
740272,-19.6,-27.2
1394866,1.2,7.3
1084683,4.3,6.0
714364,12.8,6.1
898427,67.4,-20.5
1536592,28.5,151.2
1477024,6.9,-12.7
1642058,159.0,22.2
1009207,-7.8,-15.4
1367401,6.3,7.7
1510434,14.8,17.3
1386792,-0.6,0.4
1726808,12.7,16.1
1445911,17.5,15.7
1320769,-17.0,-11.9
1762344,-5.1,-8.4
1808748,18.8,32.4
1607231,-17.2,-22.3
1740642,11.8,30.6
1054257,-4.1,3.5
1169069,-10.5,-3.2
1422219,-68.6,-63.8
29915,31.2,29.3
928400,-8.8,-11.8
1056958,-17.4,-9.8
1185072,2.3,21.4
1707975,26.0,13.9
1504665,56.6,54.7
1346543,-5.9,359.6
1732854,-29.2,-30.5
1762718,-4.2,6.5
1719087,7.3,104.9
1646639,31.4,40.2
1415201,-1.9,-0.9
1536105,-10.2,-11.7
1697790,-4.6,-4.3
1713112,1.0,6.4
1394096,-6.8,2.6
1569292,15.4,20.0
1592450,49.2,64.4
1665642,23.9,2.6
1750423,-7.6,20.0
1288917,-3.1,77.8
1618824,-0.6,-11.9
1317588,-12.4,-11.7
1409661,25.7,20.5
1802611,8.0,11.4
1218210,2.7,8.3
1729847,5.8,11.6
1811034,3.0,-10.8
1650135,-12.0,-10.1
1591505,9.8,2.1
1358706,-1.1,7.3
1661532,15.8,118.1
1730818,-5.4,-3.7
1633343,109.1,22.9
1593404,-4.1,-2.8
1811522,30.2,20.2
1616004,-6.0,-3.4
1626691,7.6,269.6
824468,-11.7,58.8
1801112,0.4,3.5
1671754,12.4,5.1
1770532,15.9,21.2
1749824,70.8,107.7
1631084,-1.8,1.7
1550057,0.5,3.8
948669,4.6,4.6
932024,-12.3,-11.5
1720887,172.3,206.2
1729304,1.5,4.1
1569119,2.0,7.1
1272544,-4.2,-10.8
1551727,-0.0,-0.4
1512440,9.4,5.7
1029311,-11.7,-16.2
720672,10.3,-7.5
1119254,2.8,5.2
1092203,11.7,-13.5
1568235,-3.5,1.5
1722512,5.3,6.9
1269134,3.8,2.7
1630363,-8.7,-15.0
1306923,-8.7,-6.0
1381055,-6.6,1.2
1299910,-16.3,-13.2
902219,-6.6,-0.8
1701132,0.3,5.2
1133197,-8.7,12.9
1025948,-16.3,-22.5
1802132,-20.3,206.4
919497,-4.9,2.7
1605070,32.1,53.2
877338,-11.6,-1.5
1744955,-10.3,-5.6
1638555,22.3,31.7
1080197,-6.4,-3.8
216851,-11.5,-9.8
1552999,-2.1,2.4
860176,-7.6,-2.6
1763921,6.1,-3.5
1577216,11.5,4.5
1797135,-2.6,4.2
1729303,18.4,20.5
1080351,-8.8,-3.6
1751817,11.8,65.3
813470,-50.3,-52.0
1387369,19.8,20.9
1730478,4.1,178.6
1801547,-0.1,1.2
1053136,-22.0,-32.3
1164632,-6.6,-4.0
1556168,5.4,8.5
891287,-0.8,3.3
1733456,-19.5,-19.2
1342857,-0.6,2.8
1535862,24.5,30.4
1324279,-4.2,-8.2
1423875,-18.9,-7.3
1602263,-10.1,-7.8
1569117,-6.9,-9.3
1508120,-8.1,-2.2
1456228,10.7,26.1
1475896,24.4,28.7
1585550,1.6,3.0
1535061,119.2,95.6
1056823,1.9,52.7
1059057,11.1,25.4
928749,-54.3,-37.0
1356202,-12.3,-4.9
1083340,-3.4,-0.8
1748766,-1.1,8.4
1587836,20.8,22.9
1703208,4.9,10.6
728882,-57.1,-50.8
1555170,40.0,28.7
1384982,65.2,-8.1
1663865,-9.4,192.6
937567,4.3,-17.2
1608108,12.0,19.9
1593600,-14.4,-5.3
1483170,-3.4,8.7
1279151,-10.9,1.8
1559771,15.0,19.0
1803673,6.1,8.0
1104186,-7.1,24.9
1048921,6.1,17.2
1731134,17.4,30.6
1542339,-6.5,-31.6
1725362,37.3,29.7
1766005,3.2,6.3
1169318,-10.1,-2.8
815917,67.8,237.2
764739,26.3,24.3
18349,3.0,2.0
1694435,51.5,48.6
1567889,6.5,8.8
1056488,-11.5,-5.9
1743987,25.9,105.4
1802900,36.1,40.9
1415345,-9.9,-0.4
1630709,-12.5,15.0
1694297,-3.6,-1.1
45319,-7.3,2.2
1695345,3.1,2.8
1766806,33.5,215.5
1511697,-22.7,-13.3
1599795,78.0,27.0
1352261,-2.6,-50.2
1784547,33.4,9.7
1798924,-5.3,4.3
894309,-4.5,24.3
1694461,-6.8,-1.2
1590228,15.2,19.2
1683046,76.3,136.4
1799802,-38.8,-52.8
1356407,-8.6,22.7
1525092,-11.1,-11.7
1730610,-4.4,-3.0
1802365,47.4,78.4
1625244,-8.2,118.0
1767513,0.7,-9.7
1580415,-9.2,-34.4
1525865,-7.7,-1.9
1802533,-8.5,-4.1
1742654,-18.5,-6.2
1729359,21.6,28.9
1597690,-7.7,-8.2
1803415,5.0,15.5
1698055,11.4,9.2
1812103,23.2,29.3
1597200,-0.9,2.3
1164833,-10.9,-9.6
1529832,-19.6,2.5
1513193,-8.4,-17.9
1705399,57.7,66.7
1000097,-16.6,-10.0
1026303,-58.7,12.3
905608,-17.7,6.2
1166767,40.8,37.8
1496637,-8.9,-7.5
900974,-7.1,44.7
1730889,4.0,2.8
919859,4.8,-0.8
1633570,50.2,-10.1
1316915,-26.8,-30.4
1802534,1.6,4.1
885415,-7.3,90.0
1751412,144.8,159.1
1695320,18.8,102.9
1609074,30.4,35.0
823621,-16.4,-8.2
1583864,9.2,126.9
1504744,9.6,13.9
1426754,-4.0,-2.6
1695582,7.4,12.4
1432354,10.9,28.5
1669733,2.0,1.5
891478,4.9,23.2
1586986,116.3,22.8
1767945,-7.7,-49.0
1424467,3.9,4.3
18748,-5.5,-2.6
1730083,17.0,18.4
1352895,-3.6,-7.6
1801373,-12.2,-8.1
1700272,28.8,29.9
1339908,-4.3,5.2
1558858,3.0,12.2
1700286,-4.6,-8.4
1652327,-5.3,-5.6
1688666,44.1,51.5
1358331,-8.8,-16.8
1387130,-3.5,0.1
1322924,-1.6,1.3
1767710,-2.5,0.1
1801989,4.1,9.2
1283072,-19.7,-30.8
1646343,27.9,-35.4
1687078,1.5,-27.0
1520710,-15.4,-17.3
1276144,-18.4,-22.6
1762068,7.3,12.5
1551787,27.7,-46.1
1439589,20.1,367.5
1352859,-21.0,-18.6
84616,7.0,-2.9
1576151,15.1,22.8
1560808,-0.1,2.4
1731169,12.8,12.0
1511291,12.0,12.3
1238990,-5.0,-6.6
1119032,-3.2,-4.1
1387761,8.3,10.9
894300,-2.5,2.7
1710477,14.4,82.4
1140436,-1.9,7.1
1085825,-15.0,126.9
1591307,-34.3,37.6
1600307,5.1,4.7
1767141,-13.2,-13.0
1389059,2.5,0.3
1802195,6.1,66.4
1713662,42.7,145.6
1766067,7.5,6.6
1767989,2.5,5.7
1716774,-15.0,-32.8
1317802,2.6,176.1
1021117,-6.0,-0.9
1280604,-5.4,-1.3
749044,-7.7,-0.2
1799054,10.7,13.7
1164062,-10.7,-3.5
1463559,-13.4,-6.1
1496201,5.1,-18.8
1127761,-26.4,-23.5
1776296,61.1,148.9
1765681,89.3,11.1
1706327,32.5,25.0
1704642,-16.4,-14.4
1730477,2.0,4.8
1626494,-4.8,141.2
1321993,13.3,21.1
1387366,3.4,7.5
1798172,24.7,39.5
1597864,-11.3,-7.5
1535631,-17.2,-8.7
1741619,-0.5,19.8
1160099,-18.0,-15.8
1695344,11.8,81.8
1313294,-3.3,-1.9
1353312,-19.8,-6.9
1801926,26.6,36.9
1455838,-19.3,-7.6
1599760,63.8,-4.4
1404652,6.5,21.4
1471265,2.3,16.7
1135439,-5.1,16.8
1730810,5.1,7.1
1327055,5.8,8.4
1765216,9.4,14.7
1101250,-8.5,-1.1
1399069,16.7,-25.6
1223779,-10.1,-0.8
1452689,13.8,6.8
884566,-2.2,1.4
1426398,-7.0,-4.7
1791468,40.9,14.6
1633387,116.3,143.0
1707206,27.4,29.6
1803675,5.7,32.9
1731132,-15.5,-16.0
1480535,-0.7,3.0
1759271,43.6,72.3
924171,-8.2,0.4
1730817,4.1,8.3
1387508,4.6,-3.2
1542300,-10.5,-9.2
1463753,-5.8,97.3
1353315,-56.3,-30.8
1681115,28.7,10.0
1546592,-10.9,-18.2
764532,-14.4,-10.3
1788587,-4.9,-1.4
1499882,-59.9,-56.4
1599904,12.4,8.7
1608904,-28.4,-28.1
1769089,23.2,27.5
913990,4.5,126.9
1675762,4.7,8.1
1726375,-0.1,5.0
884306,-22.1,4.1
1799859,-0.1,7.8
1000490,10.7,162.4
1642570,3.9,6.5
1166152,-8.4,-7.1
1694896,-2.0,1.3
1505896,7.6,-10.4
1750557,210.3,16.7
1803227,7.1,11.2
1595533,-0.8,5.7
877134,-6.4,74.8
1299582,-2.6,167.0
1573485,-29.4,-19.6
1279708,76.6,-6.1
1332784,16.0,15.5
1730479,3.1,7.7
1523557,16.3,4.1
1512022,-6.4,-6.3
1727862,5.8,19.7
1697274,3.6,289.2
1801577,-32.9,-30.7
1689144,177.2,-1.5
1390777,-8.8,111.4
1445891,11.2,11.4
1630365,-2.9,1.5
1211028,-15.5,-12.6
1484150,12.9,25.9
1418204,19.9,147.1
1588871,10.0,2.4
1801583,3.4,1.2
1479465,-20.6,-7.0
102212,-2.5,-22.0
1793755,-2.8,-5.3
1417889,-13.3,-4.1
1592178,-2.8,6.3
1014894,-26.4,-25.4
1177018,11.9,75.6
107136,17.8,19.4
1456227,-1.7,6.7
1438258,-50.8,93.5
1578258,-35.2,-24.7
1738045,-40.8,-75.9
1512415,-21.6,-18.9
1557485,9.1,14.7
1595907,-1.2,2.2
1535839,43.1,70.1
1666789,-10.0,123.6
1003279,-32.0,-37.6
1722329,-11.5,17.1
1377581,-14.0,148.0
1531809,-3.8,-3.4
1103139,-3.3,-14.7
1781002,-18.9,-51.0
1398318,26.3,22.2
1771687,4.6,8.3
1033427,-32.7,-37.0
1771673,31.7,41.0
1002152,0.1,4.5
1387304,79.2,0.0
1713697,-0.8,3.1
1174850,0.2,3.8
47288,13.1,22.1
1649107,18.1,15.0
1768130,13.5,17.0
1265131,6.5,8.9
1768302,14.9,15.5
1505207,-7.9,-2.0
1818604,43.5,209.0
312348,-6.1,-14.4
1565772,164.9,142.6
1455253,-10.4,-5.4
36644,-9.1,-8.2
1600133,-0.5,-0.0
1387303,6.9,14.8
1680638,52.8,75.3
1802167,34.6,48.8
1677253,32.2,-10.0
1599950,-12.1,-7.8
1539436,11.3,18.5
1352860,0.1,6.3
1260824,3.8,82.0
1583092,-0.3,0.6
1537558,-15.6,-3.7
1803425,1.3,20.2
1010232,-33.2,-38.4
1715593,25.1,22.0
1811579,-13.5,-16.7
1462245,39.5,8.4
1588225,-12.4,-9.1
1790525,14.1,34.9
1569519,-22.1,-36.2
1510989,-13.0,29.9
1510387,0.8,1.3
1426763,4.5,13.6
1731159,9.7,-27.3
1570296,44.8,2.7
1082491,1.2,0.8
1592579,1.9,5.3
1719165,35.7,-5.4
1481447,-48.2,-31.4
1631014,30.5,37.1
878313,-28.3,-24.8
1282197,-17.5,94.4
1410830,6.6,13.3
1003283,0.2,-20.4
1747744,5.8,68.9
1629649,-4.5,-4.0
1741675,14.8,7.5
1801720,26.0,31.2
1057395,-10.4,-3.9
1632665,-6.2,-7.5
1081019,-5.5,-3.5
1713458,25.3,28.0
1423686,-4.4,-3.9
816192,-6.3,-3.7
810265,63.7,-1.6
1512611,-1.1,23.0
1080107,168.1,66.0
1044924,-1.8,-0.5
1633911,21.7,20.1
1527166,-27.3,61.1
1802955,3.5,9.7
1395055,-0.2,3.5
1579111,3.2,16.3
884535,-7.4,-3.4
1697478,127.2,116.9
898358,-17.5,-15.7
872078,4.0,68.4
1456048,19.7,31.4
1803084,19.5,39.1
1088731,-1.6,18.7
1600566,10.7,8.5
1597691,12.9,9.1
1115055,21.2,88.7
1764725,22.9,22.7
1675187,-27.0,-19.3
1703081,28.2,0.9
35442,-0.7,38.7
1559706,43.4,8.6
1138995,-18.8,-23.6
1663224,9.5,10.7
1748729,1.4,3.4
1706351,17.2,14.0
1767366,40.1,-2.2
1645382,16.0,14.4
1539041,6.0,68.1
1000275,-2.0,3.7
1542143,21.9,18.7
1015308,-17.8,-16.4
1589570,4.4,10.8
1697233,113.4,136.9
1108969,-2.2,-0.1
1667019,-5.3,-1.0
1360710,18.1,88.6
312955,162.8,9.4
1048703,-1.7,2.8
904163,-14.6,-21.0
899051,-0.9,13.9
712537,3.3,40.2
1691766,13.4,16.2
1387921,12.6,14.7
1737871,-9.3,-11.9
1412741,13.1,26.7
1556785,-6.1,-1.9
1588456,-8.9,-11.9
940445,-1.9,-2.7
1276151,-17.5,8.6
932859,6.6,0.4
1706164,-0.2,65.0
1044330,-15.3,-12.7
1260468,-14.0,-11.4
1794198,21.0,23.5
918504,-9.1,-7.9
1723223,9.0,14.2
948046,-8.0,125.4
1590491,11.6,13.0
1641173,-18.7,-46.3
1568280,29.9,39.9
1569352,-18.8,73.0
1649910,75.3,3.4
1278235,-19.9,-5.1
1624510,-0.7,0.6
1165797,6.7,19.7
1407409,1.8,-6.8
1802528,51.2,33.5
1680613,16.4,28.6
1569709,36.3,30.7
1086483,2.4,9.4
821197,2.1,1.5
1535472,-4.6,-15.2
1802984,7.0,16.0
1733248,-5.2,-2.3
1422771,38.6,30.9
919079,80.0,5.9
838618,29.8,44.9
1785445,-28.8,-17.1
1451428,-18.5,25.5
1476804,5.3,7.2
1313816,-19.2,-18.5
872259,0.2,59.1
1556915,14.4,32.0
1429390,16.3,22.5
1125243,-10.7,16.8
1428242,8.3,103.4
1600581,15.1,19.3
1482010,-22.5,-17.7
1133742,-6.3,4.5
1471474,17.2,24.6
1218749,2.3,0.4
1320005,-61.5,-50.5
1109426,-0.3,2.8
1568289,3.4,-5.7
1568887,-30.8,-23.7
1792430,-34.2,-26.9
1537783,2.9,12.9
1175954,261.1,15.3
1389426,43.7,25.5
1659171,3.5,17.6
1553656,-4.5,-3.3
1034886,0.3,9.0
1720235,2.2,13.9
1167495,52.4,-10.1
1269978,1.3,3.8
1730295,5.4,10.7
1568621,-13.6,-17.3
1328062,-20.5,-18.0
1717027,-1.8,-3.9
926834,-4.2,1.2
1677044,17.0,-7.7
732905,-18.2,-12.9
1070134,-7.1,-4.0
1318293,38.2,53.1
1312908,-5.1,-16.1
733020,-8.7,-6.7
939219,-6.4,-1.6
1347104,3.3,5.3
1504304,0.2,32.1
1299351,-4.1,-3.4
1393389,-8.9,-8.5
1082482,-9.9,-6.8
733444,-3.2,0.6
1430427,1.5,-6.1
1759236,14.7,24.6
1541536,-22.4,-5.5
1375664,11.4,5.1
1598898,-8.1,32.3
1214183,-1.4,-2.8
1663649,3.8,6.1
1389223,-8.0,-1.0
1179392,-7.1,-15.0
1698219,231.4,7.0
1056831,-29.1,-29.4
1536430,-0.2,2.7
1742418,19.4,30.6
1789219,26.8,31.0
1657428,1.8,9.5
1077148,-10.8,0.1
1080523,94.2,-5.4
1536054,-13.4,10.7
1631408,4.2,6.0
1777734,-19.8,4.5
1739728,27.1,52.1
1794935,-0.2,-4.2
701189,4.4,13.0
1488921,11.8,17.6
819535,-2.5,2.8
1215208,-1.3,268.4
1352449,-5.5,1.4
1802324,-6.6,-1.1
1698484,2.7,8.6
1776878,32.0,24.0
1399248,44.5,61.4
1447946,4.2,-11.3
1418226,82.0,53.1
1771605,6.7,11.5
1599579,29.0,23.6
820027,-5.5,129.9
1513126,-3.0,3.2
1724269,3.8,6.9
1080386,59.0,16.7
1427261,33.0,23.9
1695959,-6.7,-3.2
1551969,3.2,8.6
1317627,-3.0,6.6
1518195,-9.4,-7.5
1633703,-1.9,263.1
1631054,-4.4,1.9
1123570,-51.2,-52.3
1569102,-12.7,-7.5
1140022,-4.4,17.4
1600145,19.1,120.0
1633969,29.9,27.8
1769897,34.1,40.5
1591377,-10.0,-8.9
1724090,-8.2,-2.8
1565951,-1.2,7.0
887793,-10.4,-4.1
1535279,-14.9,9.9
1314404,10.1,11.9
1629290,-31.6,6.9
1598697,-13.6,-11.1
1649147,-2.2,-0.2
1016972,-9.7,0.9
1352675,107.7,9.4
1780507,4.4,9.5
1086611,20.6,19.7
1686776,5.2,39.9
1773994,-29.5,-5.1
809339,-5.9,6.9
1350780,-3.2,2.3
1426940,-11.9,-2.8
1661144,4.2,15.2
1730660,5.0,10.2
1173460,-1.2,13.3
1767107,-5.7,-1.2
1008877,-7.6,1.3
1632283,8.8,11.5
1454138,6.4,14.0
1513779,-9.3,-18.6
1706766,35.6,40.0
1156185,1.8,-18.7
1698819,59.4,287.8
1482416,4.3,63.9
351262,21.9,-0.8
922439,-13.6,-9.3
1521019,117.5,26.4
1637359,-6.0,7.4
1599584,21.4,235.4
65957,-4.3,-35.7
1697267,141.0,55.8
1673815,4.2,9.1
1056807,6.6,38.8
1744349,0.1,0.8
1499066,-0.6,2.5
1770940,6.7,48.4
1389215,-29.6,47.9
1567634,-1.2,2.8
1080171,8.8,125.3
1556970,-48.1,-39.7
1278430,2.5,9.1
1656735,10.6,13.6
1801563,-5.9,1.5
1733472,16.9,70.5
1554871,-11.4,-19.2
1697856,15.9,16.4
1750312,57.8,7.7
1409362,-1.2,2.4
1544825,-37.9,-43.3
1751006,-13.7,-2.6
1569765,27.1,30.1
1806580,-9.1,12.4
1582732,5.1,16.1
1409765,-5.2,-5.2
1137774,-8.8,-22.3
1040592,-4.0,-0.4
1792851,53.0,49.7
1767735,-3.7,9.7
1732537,9.0,231.4
1655543,-2.3,21.5
1005354,-3.8,1.4
885062,-10.9,-10.3
1071483,-9.6,-11.3
1378946,-1.8,335.2
1279912,-3.3,13.0
1451623,73.2,92.6
1467517,0.4,6.2
1164478,-3.0,-0.2
1509842,-5.0,4.8
1568049,-23.3,-5.1
1318259,-3.2,-0.4
1642351,13.0,16.4
1061286,0.9,3.2
1044797,-13.4,-8.3
1554815,-6.5,17.7
1528593,5.5,9.0
1600746,-20.1,-12.6
1426749,-1.0,-5.2
1742647,-4.4,-0.9
903947,-14.3,-11.1
1802376,2.6,12.7
1357955,5.4,0.2
1802978,-54.6,-64.7
1737089,39.2,44.3
1535677,5.9,7.3
859872,-11.8,-14.5
1713678,2.7,9.0
1616882,135.5,121.6
1759654,118.4,160.6
1599170,10.9,11.3
1536006,40.8,49.2
1748726,12.2,19.1
1633903,152.5,20.7
1044936,-1.5,-2.4
1352272,-20.5,-13.0
1782491,10.6,14.2
1028074,-11.9,2.9
310051,-7.1,-5.0
1077583,-7.2,-1.7
1329948,13.6,108.0
908551,0.8,234.8
1163653,143.6,55.2
1162781,-2.2,0.8
40417,-11.5,-7.0
1803054,-17.2,-11.7
1760145,-8.6,3.3
1608179,33.0,16.3
1432529,1.4,8.0
1302739,-0.0,34.3
1511847,5.1,7.1
943656,-14.9,7.6
1427202,5.5,15.7
883961,-16.0,-13.0
1509873,-10.8,-7.6
1441646,20.1,30.0
1690010,18.4,88.8
1732539,117.3,90.7
1175399,-38.8,-35.5
1481669,1.0,-0.5
1412575,183.5,240.4
1542383,-6.0,3.2
1729515,81.5,82.7
1766883,3.4,6.7
1765054,9.8,13.5
1602020,-10.9,19.6
1419999,-6.7,0.6
1664656,12.0,14.4
1803295,0.5,16.7
1748728,6.1,6.7
1569502,-17.8,-48.5
1166928,6.4,9.3
1625292,21.9,25.0
1004244,-8.9,41.0
903949,-8.5,-6.0
1697490,34.8,40.7
1453526,-14.5,-10.4
1307617,-48.2,-19.3
811360,-3.8,1.1
923116,-28.3,-18.3
1469219,0.9,3.0
1317829,-0.2,10.1
1030618,-18.9,-15.2
1424480,14.7,6.5
884589,-14.9,-23.1
1423053,11.6,18.8
1773368,3.3,6.0
1424878,-6.1,-0.3
1716539,8.4,14.9
1356643,-2.3,14.4
919219,11.0,14.5
1321711,-68.6,234.9
1697868,39.6,41.7
903783,-4.7,13.2
1094584,-15.2,-9.0
1542324,-0.6,-4.9
1568219,-11.3,5.3
1744348,3.5,-0.9
713676,-1.7,55.5
1125816,2.1,1.7
1162170,1.5,4.7
1518999,118.4,13.1
1008871,5.7,25.0
1694870,26.9,30.3
1561509,-2.4,-8.8
1593410,-11.6,-14.9
927971,6.1,73.3
1595521,6.4,66.9
1053321,11.2,5.9
1472850,27.8,39.5
1752212,4.5,-42.0
1597878,84.9,6.5
1483394,8.8,1.3
1535249,61.0,54.5
937589,92.3,-1.9
1766671,-7.4,-5.1
1535847,27.4,29.4
884314,-14.6,-6.5
1697857,22.4,11.4
1538338,-35.7,-54.7
822581,-6.0,-5.0
1547007,12.9,17.7
1434641,-25.1,-22.6
1694080,23.6,32.9
1796651,1.9,21.4
1775850,-1.4,-2.5
1425165,0.5,5.3
1310051,-15.9,-19.2
1665976,3.3,341.0
902464,-14.3,-12.1
701516,10.9,18.5
1599576,8.0,3.2
1406313,-11.3,-9.4
1324290,32.9,380.7
1808275,-14.6,-16.5
1544676,184.7,295.3
1499094,-4.1,-1.0
1514334,2.8,17.9
1802119,-9.3,-8.3
1801101,11.1,17.7
928566,-26.1,10.1
1571902,-64.8,46.1
1586767,17.6,-3.2
351051,39.3,36.2
1095836,-6.1,8.6
1009950,15.3,4.6
1667074,6.6,8.4
1450935,3.4,6.6
1009198,-3.7,-0.3
1776074,-0.6,5.1
1049648,-17.9,-12.6
908195,-9.2,-8.9
1767750,53.2,10.4
1483969,-21.2,-9.0
1463746,-4.7,-0.2
1350585,7.0,9.2
1546587,72.3,22.9
1621802,84.2,-5.0
1301743,-4.2,17.7
1411530,0.1,3.4
1538900,-4.0,2.3
1768375,51.9,168.3
1563634,-0.4,-0.2
1292975,-33.9,-36.6
1363561,2.4,7.5
1544224,5.0,18.2
59558,10.9,9.2
1263048,-10.6,-41.2
1642305,4.5,6.1
1086619,133.0,-14.7
1698220,116.5,0.8
1731127,-4.5,26.6
1687832,3.9,10.9
22657,-3.3,-1.3
1633366,4.5,8.1
1798736,-30.6,-28.0
60086,-13.4,-9.4
1259313,108.5,9.3
1423065,-18.3,-8.8
1557406,-9.8,-13.8
1577001,4.5,9.3
1596957,13.5,40.6
1010873,-2.2,8.0
1323414,-26.3,-20.7
1619899,25.8,49.8
1503174,7.0,14.1
1316397,-13.5,55.9
1080380,-18.9,28.8
1698218,30.7,30.8
911270,-5.0,-1.2
1763138,-9.4,-6.9
1123320,-3.8,-10.0
1616026,-0.8,5.3
1121477,-10.3,-7.8
1801792,-2.5,11.2
1568680,-14.1,-26.6
1135077,-0.5,2.9
1631052,7.1,11.0
1714267,-16.9,-15.7
1793923,-10.6,-4.5
1799425,-2.7,6.3
1026720,-4.5,-3.3
1595725,12.7,43.5
1386929,-6.9,-7.1
1798485,-4.8,3.4
1017115,-2.1,1.3
1644187,-8.6,4.9
1163744,4.0,4.0
1802091,2.7,6.1
1667553,160.9,83.6
1689829,32.8,29.4
1224890,-0.8,1.9
1214639,-8.0,-0.6
1731260,2.0,19.2
1689227,-0.4,3.2
1526528,-30.3,-2.2
1377817,18.2,9.0
1142433,11.0,30.2
1661462,-13.0,-20.0
1666647,2.4,-15.9
1633445,32.8,34.4
1802257,-52.5,-13.7
1098490,105.3,129.2
784045,24.6,30.2
1767045,19.9,26.9
1599852,1.7,3.7
1536924,-1.4,1.1
1399794,-3.8,43.9
810958,-3.6,-3.0
62039,-24.7,40.3
1266014,-7.0,-3.5
1697110,12.0,53.9
1692234,-12.2,9.3
1598177,-6.6,-5.8
1022837,154.4,44.4
1283718,-0.2,-0.0
1421224,-7.9,0.9
924223,0.9,6.5
1792510,-8.0,-12.0
1569049,5.6,15.5
1407382,2.7,-0.7
1542294,-22.4,46.3
1633648,-2.9,-3.3
1169883,-31.5,-30.1
1664741,61.1,298.6
1259261,0.1,-1.6
1646247,61.7,62.2
1666472,-8.8,-2.5
1657335,-6.6,-7.9
1279030,11.1,-2.2
1105909,-1.8,21.0
1383838,0.4,12.4
1021642,-7.5,27.4
312272,7.2,1.1
1303159,6.6,12.3
1080201,-3.8,-4.2
1549449,226.9,12.2
1190327,-46.4,-47.0
1475597,84.3,66.8
1795356,-0.1,6.4
1389191,-17.7,-16.3
1078246,-7.3,193.0
1767841,10.4,117.7
1472322,5.7,73.8
1778253,6.0,-18.8
1310929,-2.3,-5.1
51812,168.4,53.5
922127,-3.5,-4.1
1756959,-1.2,1.3
1546408,13.5,26.0
1459754,-1.8,-0.5
1735605,32.5,10.1
1729854,-5.7,-2.9
1245862,40.7,42.8
1088859,-2.0,-0.6
1712671,-13.5,-10.6
1730521,-6.4,-3.7
1802868,3.5,2.9
1599863,24.5,21.5
1397290,1.8,3.4
1078841,-8.6,-4.7
1697748,58.3,35.6
1017918,-9.1,-5.8
1757043,34.9,30.5
1730383,-7.8,6.2
764038,-3.5,1.3
1511506,10.5,14.4
1033974,-2.2,1.3
1800358,6.9,9.0
1673995,31.5,52.3
1566030,-2.8,1.6
1483824,-1.6,0.8
1766509,1.7,10.3
1696497,10.2,15.4
1114618,-12.5,-9.4
1086762,-16.4,-13.3
1084207,-4.4,1.3
1517857,-7.0,3.6
1006435,-1.4,12.5
1482106,-1.2,4.4
1026200,-13.1,-9.6
1567912,-14.3,-12.9
1722641,16.2,13.5
1368465,106.2,0.1
1389957,42.4,103.6
1793269,-4.7,1.6
1559077,3.2,7.7
1654111,-15.2,223.7
1521951,4.7,72.5
1398825,38.7,121.6
1333709,-8.3,-16.0
1627417,-12.0,-3.6
1776757,4.7,28.0
1757282,-6.1,-0.4
1350290,-2.8,-7.4
1512370,-33.9,-56.9
1289442,-41.4,-34.0
1179475,-6.2,0.4
1759115,16.2,18.2
1534646,-70.1,-18.2
1696656,9.6,12.4
812295,-4.9,-22.5
1632966,97.0,8.2
1791555,-1.4,-6.7
1424196,-41.8,-35.8
1692632,12.3,25.0
1621915,77.6,49.9
1428569,-16.8,-9.7
